director_name,duration,actor_2_name,gross,genres,actor_1_name,movie_title,actor_3_name,facenumber_in_poster,plot_keywords,budget,title_year,imdb_score
Alexandre Castagnetti,96,Nicolas Bedos,763672014, Comedy | Romance,Ludivine Sagnier,Amour & turbulences,Jonathan Cohen,0,new york|paris france|eiffel tower paris|turbulence|restaurant,,2013,6.4
Neil Drumming,93,Suzy Jane Hunt,7371192013, Comedy | Drama,Dorian Missick,Big Words,Gbenga Akinnagbe,0,,,2014,6.0
Hélène Cattet,102,Ursula Bedena,7182282014, Horror | Mystery | Thriller,Klaus Tange,The Strange Color of Your Body's Tears,Joe Koener,0,blood|apartment|male nudity|male frontal nudity|experimental film,,2014,6.0
Joe Begos,,Josh Ethier,698672014, Horror | Sci-Fi | Thriller,Graham Skipper,Almost Human,Vanessa Leigh,0,murder|two word title|scene after end credits|no survivors|death of protagonist,,2014,4.6
Xiaolu Xue,121,Xiubo Wu,694562014, Comedy,Wei Tang,Finding Mr. Right,Hai-Qing,0,,,2013,6.4
Erik Skjoldbjærg,111,Wes Bentley,684722015, Thriller,Aksel Hennie,Pionér,Stephen Lang,0,oil|sea|diver|gas|north sea oil,5555559,2014,6.0
Eran Creevy,99,Mark Strong,678752013, Action | Crime | Thriller,James McAvoy,Welcome to the Punch,Andrea Riseborough,1,detective|heist|conspiracy|criminal|assassin,8500000,2013,6.1
Hernán Guerschuny,98,Dolores Fonzi,6771292015, Comedy | Drama | Romance,Rafael Spregelburd,The Film Critic,Blanca Lewin,1,,2000000,2015,6.1
Terry Green,,Ray Wise,6738162014, Crime | Drama | History | Thriller,David Strathairn,"No God, No Master",Sam Witwer,0,bombing|terror|package bomb|1919|art film,6000000,2015,5.9
Bruno Irizarry,98,Jaime Camil,6733142013, Comedy | Romance,Lin-Manuel Miranda,200 Cartas,Dayanara Torres,0,puerto rican|puerto rico|love at first sight|new york|two word title,1000000,2013,7.2
Priyadarshan,144,Priya Anand,6108292013, Action,Jackky Bhagnani,Rangrezz,Rajpal Yadav,0,friend|love|friendship|chase|fight,,2013,5.1
Ulrich Seidl,92,Verena Lehbauer,594232014, Drama,Melanie Lenz,Paradies: Hoffnung,Joseph Lorenz,0,overweight|nutrition|diet|pillow fight|girl in bra and panties,,2013,6.7
Andrea Pallaoro,97,Brían F. O'Byrne,5895202015, Drama,Catalina Sandino Moreno,Medeas,Mary Mouser,0,coming of age|extramarital affair|male frontal nudity,,2015,6.5
Jake Goldberger,100,Dennis Haysbert,5709172014, Drama,Cuba Gooding Jr.,Life of a King,George Dick,1,chess,,2013,6.9
J.P. Chan,83,Andrew Pang,5650202014, Drama,Jo Mei,A Picture of You,Teyonah Parris,1,sibling|secrets|asian|death of parent,,2013,6.4
Daniel Auteuil,93,Raphaël Personnaz,5599252014, Drama,Daniel Auteuil,Marius,Jean-Pierre Darroussin,1,sailor|seafood|port|sailing ship|self sacrifice,,2014,6.8
John Burgess,105,Aubrey Dollar,532862015, Comedy | Romance,Shane McRae,One Small Hitch,Daniel J. Travanti,0,girl in panties|black panties|panties|fake engagement,,2015,6.6
Sébastien Betbeder,91,Maud Wyler,5030132014, Comedy,Vincent Macaigne,2 automnes 3 hivers,Bastien Bouillon,2,stroke|hospital|love|autumn|jogging,,2013,6.6
Robert Ben Garant,98,Leslie Bibb,498062013, Comedy | Horror,Rob Corddry,Hell Baby,Alex Berg,0,,2500000,2014,4.8
Wayne Kramer,,Norman Reedus,4915122013, Action | Comedy | Crime,Paul Walker,Pawn Shop Chronicles,Elijah Wood,0,small town|stabbed in the chest|white supremacist|elvis impersonator|flail,5000000,2013,5.9
Jeremiah Birnbaum,80,Faran Tahir,4881182013, Drama,Mahnoor Baloch,Torn,Dendrie Taylor,0,number in title,450000,2013,5.7
Jonathan Newman,100,Lena Headey,4756102014, Adventure | Family | Fantasy,Michael Sheen,The Adventurer: The Curse of the Midas Box,Sam Neill,0,based on novel|magic|bureau of antiquities|historical museum|marble statue,25000000,2013,5.4
Katrin Gebbe,110,Sascha Alexander Gersak,4679112014, Crime | Drama | Thriller,Julius Feldmeier,Tore tanzt,Annika Kuhl,0,jesus freak|teenage boy|male on male rape|cruelty|inspired by true events,470000,2013,7.0
Charles Nemes,97,Héléna Noguerra,464012013, Comedy | Romance,Eric Elmosnino,Hôtel Normandy,Ary Abittan,0,love|deauville|widow|cell phone|auction,,2013,4.6
Phil Morrison,107,Paul Rudd,455642013, Comedy | Drama,Paul Giamatti,All Is Bright,Sally Hawkins,0,christmas tree|new york|french canadian|salesman,,2013,5.6
Jeremy Degruson,85,George Babbit,409152014, Animation | Adventure | Comedy | Family | Fantasy,Cinda Adams,Thunder and the House of Magic,Brianne Brozey,0,magician,34000000,2013,6.3
Pasha Roberts,,Philana Mia,4080122013, Animation | Thriller,De'Lon Grant,Silver Circle,Peter Berkrot,2,3d animation,1600000,2013,6.7
Bruce La Bruce,82,Walter Borden,397582015, Comedy | Romance,Pier-Gabriel Lajoie,Gerontophilia,Katie Boland,1,male nudity|gerontophilia|full frontal male nudity|male frontal nudity|road trip,2000000,2014,6.2
Tom Sanchez,99110,Rodrigo Viaggio,3830162015, Comedy | Drama,Juan Carlos Montoya,La navaja de Don Juan,Irma Maury,0,,1200000,2015,7.2
Bertrand Tavernier,113,Raphaël Personnaz,3800212014, Comedy,Thierry Lhermitte,The French Minister,Niels Arestrup,0,france|reference to tintin|foreign affairs|language|betrayal,,2013,6.4
Josh C. Waller,87,Rachel Nichols,3453102014, Action | Horror,Zoë Bell,Raze,Tracie Thoms,1,punched in the face|forced to fight|fight|female martial artist|bone breaking,,2014,5.2
Lance Daly,83,Fionnula Flanagan,345032014, Comedy | Drama,Kelly Thornton,Life's a Breeze,Pat Shortt,0,ireland|family relationship|house cleaning|life savings|dysfunctional family,4000000,2013,6.3
Eric England,84,Caroline Williams,3328222013, Drama | Horror | Thriller,Najarra Townsend,Contracted,Alice Macdonald,1,rape|sexually transmitted disease|disease|bathtub|corpse,,2013,5.3
Larry Brand,80,Nicki Aycox,2874312014, Thriller,Henry Ian Cusick,The Girl on the Train,Stephen Lang,0,,,2013,4.4
Catherine Hardwicke,99,Xavier Samuel,2843132013, Thriller,Emily Browning,Plush,Cam Gigandet,1,guitarist|gay interest|sex scene|obsessed fan|seduction,,2013,5.4
Gary Jones,90,Joe Estevez,249872013, Fantasy | Horror,Amber Connor,Axe Giant: The Wrath of Paul Bunyan,Dan Haggerty,0,giant|paul bunyan|lumberjack|camp|boot camp,,2013,3.5
Abdellah Taia,81,Karim Ait M'Hand,2433232015, Drama,Said Mrini,Salvation Army,Amine Ennaji,0,gay|father son relationship|anal sex|coming of age|gay youth,1000000,2015,5.2
Prachya Pinkaew,104,RZA,2317162014, Action,Tony Jaa,Tom yum goong 2,Petchtai Wongkamlao,0,thailand|second part|die hard scenario|sequel,,2014,5.3
E. Thomas Ewing,88,Luci Christian,2220302013, Animation | Comedy | Family | Sci-Fi,Kevin Charles,Last Flight of the Champion,Richard Crockett,0,,,2013,5.9
Darren Orange,,Brian Barber,2175132013, Comedy,Lucas Thompson,InSpectres,Mike Mauloff,0,,,2013,6.7
David A. Armstrong,88,Nikki Reed,2137192013, Crime | Mystery | Thriller,Stephen Lang,Pawn,Sean Faris,0,,,2013,5.7
Anthony DiBlasi,90,Mitch Ryan,2120312014, Drama | Thriller,Dawn Olivieri,Missionary,Kip Pardue,1,,,2013,5.3
M. Blash,96,Chloë Sevigny,2109312014, Drama | Thriller,Jena Malone,The Wait,Luke Grimes,1,psychic|resurrection|female protagonist|sister sister relationship|spirituality,,2013,4.7
Jeremiah S. Chechik,97,Kristen Hager,2022282014, Comedy | Romance,Ryan Kwanten,The Right Kind of Wrong,Maria Menounos,0,blog|ex wife|wedding|dishwasher|book,,2014,6.2
D.W. Young,81,Aya Cash,175632013, Comedy | Horror,Khan Baykal,The Happy House,Marceline Hugot,0,serial killer|blueberry muffin|lepidopterist|finger shot off|shotgun shell,,2013,4.5
Howard Goldberg,100,Jennifer Jason Leigh,1681152014, Comedy | Drama,Elias Koteas,Jake Squared,Virginia Madsen,1,,,2014,4.5
Jesse V. Johnson,95,Dolph Lundgren,1277152013, Action | Crime | Thriller,Steve Austin,The Package,Eric Keenleyside,0,crime lord|gangster|fight|courier|tommy gun,,2013,5.1
Mikkel Brænne Sandemose,100,Nicolai Cleve Broch,122852014, Action | Adventure,Pål Sverre Hagen,Ragnarok,Sofia Helin,0,,38500000,2013,5.9
Brian A Miller,98,Stephen Lang,1184182013, Crime | Drama,Stephen Dorff,Officer Down,David Boreanaz,0,bar|bridgeport connecticut|revelation|hospital|undercover cop,12000000,2013,5.5
Jeff Barnaby,88,Glen Gould,90972014, Crime | Drama,Devery Jacobs,Rhymes for Young Ghouls,Brandon Oakes,0,residential school|underage drinking|alcohol abuse|alcoholism|strip club,1500000,2014,6.5
Aram Rappaport,,Shiloh Fernandez,656142013, Comedy | Drama | Romance,Amber Heard,Syrup,Kellan Lutz,0,satire|suicide|faked death|reference to tom cruise|reference to angelina jolie,2500000,2013,5.7
Josiane Balasko,90,Michel Blanc,63472014, Comedy,Josiane Balasko,Demi-soeur,Brigitte Roüan,0,,,2013,5.3
Steven R. Monroe,106100,Joe Absolom,441202013, Horror | Thriller,Jemma Dallender,I Spit on Your Grave 2,Yavor Baharov,0,torture|male pubic hair|pubic hair|genital mutilation|male genital mutilation,,2014,5.7
Farren Blackburn,99,Alexandra Dowling,438122013, Action | Adventure | History,Charlie Bewley,Hammer of the Gods,Clive Standen,0,viking|cave|hanging upside down|man punching a woman|stoning a woman,,2013,4.5
Kees Van Oostrum,95,Liev Schreiber,38812013, Drama | Romance,Jeanne Tripplehorn,A Perfect Man,Joelle Carter,0,,5000000,2013,5.2
Nanouk Leopold,93,Henri Garcin,36292015, Drama,Jeroen Willems,Boven is het stil,Wim Opbrouck,0,bedridden father|bedridden|farmer|male nudity|male rear nudity,,2013,6.5
Damien Leone,83,Catherine A. Callahan,, Horror | Thriller,Katie Maguire,All Hallows' Eve,Marie Maser,1,babysitter|clown|halloween|severed hand|gore,,2013,4.9
Spike Lee,104,Elizabeth Olsen,, Action | Drama | Mystery | Thriller,Josh Brolin,Oldboy,Samuel L. Jackson,1,incest|cctv camera|male nudity|addiction|female nudity,30000000,2013,5.8
Don Mancini,97,Fiona Dourif,, Horror | Thriller,Chantal Quesnelle,Curse of Chucky,Jordan Gavaris,0,doll|wheelchair|serial killer|handicapped|death,5000000,2013,5.6
Stephen Sommers,,Ashley Sommers,, Comedy | Fantasy | Horror | Mystery | Romance | Thriller,Anton Yelchin,Odd Thomas,Leonor Varela,0,bodach|supernatural ability|seeing the dead|able to see the dead|seeing ghosts,27000000,2014,6.9
Mikkel Nørgaard,96,Per Scheel Krüger,, Crime | Mystery | Thriller,Nikolaj Lie Kaas,Kvinden i buret,Troels Lyby,0,assistant|disappearance|cold case|politician|ferry,5000000,2016,7.2
Lance Edmands,90,John Slattery,, Drama,Amy Morton,Bluebird,Louisa Krause,1,logging town|bluebird|maine|isolated community|one word title,,2015,5.9
Vincenzo Natali,97,Peter Outerbridge,, Horror | Mystery | Thriller,Abigail Breslin,Haunter,Michelle Nolden,0,time loop|teenager|house|strong female lead|strong female character,,2013,5.9
Jeethu Joseph,,Meena,, Crime | Drama | Thriller,Mohanlal,Drishyam,Ansiba,0,murder investigation|investigation|blackmail|corpse|hidden corpse,40000000,2013,8.9
Philipp Stölzl,150119180,Stellan Skarsgård,, Adventure | Drama | History,Tom Payne,The Physician,Olivier Martinez,0,medicine|middle ages|ibn sina|persia|jew,36000000,2014,7.2
Lucky McKee,89,Charon R. Arnold,, Fantasy | Horror,Sidney Allison,All Cheerleaders Die,Shay Astar,0,football|mystical orgasm|cliffhanger|threatened with a knife|murder,,2014,5.1
Atom Egoyan,114,Reese Witherspoon,, Biography | Crime | Drama | Thriller,Colin Firth,Devil's Knot,Alessandro Nivola,0,west memphis three|angry mob|police interrogation|police investigation|knife,15000000,2014,6.1
Caradog W. James,91,Caity Lotz,, Action | Drama | Sci-Fi | Thriller,Toby Stephens,The Machine,Denis Lawson,2,artificial intelligence|chinese|android|bare breasts|female nudity,,2014,6.1
Naomi Foner,91,Elizabeth Olsen,, Drama | Romance,Dakota Fanning,Very Good Girls,Sterling Jones,0,summer|virginity|friendship|coming of age|artist,,2014,6.0
Jérôme Salle,110,Forest Whitaker,, Crime | Drama | Thriller,Orlando Bloom,Zulu,Conrad Kemp,0,male nudity|police officer|apartheid|murder|corpse,16000000,2013,6.7
Scott Walker,105,Vanessa Hudgens,, Crime | Drama | Mystery | Thriller,Nicolas Cage,The Frozen Ground,John Cusack,2,based on true story|anchorage alaska|pole dancer|strip club|serial killer,27220000,2013,6.4
Renny Harlin,100,Matt Stokoe,, Horror | Mystery | Sci-Fi | Thriller,Holly Goss,Devil's Pass,Luke Albright,0,mountain climbing|mountain|russia|ural mountains|archival photograph,,2013,5.7
Liz W. Garcia,98,Mamie Gummer,, Drama | Romance,Kristen Bell,The Lifeguard,Martin Starr,0,lifeguard|connecticut|childhood home|teenager|pool,,2013,5.7
Makoto Shinkai,46,Kana Hanazawa,, Animation | Drama | Romance,Miyu Irino,Koto no ha no niwa,Fumi Hirano,0,,,2013,7.6
Jorge Dorado,99,Taissa Farmiga,, Drama | Mystery | Thriller,Mark Strong,Anna,Brian Cox,2,memory detective|false memory|manipulation|borderline personality disorder|memory,7000000,2014,6.5
John Huddles,107,Sophie Lowe,, Drama | Fantasy | History | Sci-Fi | Thriller,James D'Arcy,After the Dark,Daryl Sabara,0,gay character|philosophy|teacher|philosophy teacher|nuclear apocalypse,,2013,5.7
Matthew Weiner,114,Zach Galifianakis,, Comedy | Drama,Owen Wilson,Are You Here,Amy Poehler,0,friend|womanizer|road trip|best friend|female full frontal nudity,,2014,5.3
Eric Heisserer,97,Genesis Rodriguez,, Drama | Thriller,Paul Walker,Hours,Nancy Nave,0,baby|hospital|hurricane|hurricane katrina|incubator,4000000,2013,6.5
Dito Montiel,94,Michael Angarano,, Crime | Thriller,Liam Hemsworth,Empire State,Dwayne Johnson,0,security|detective|armored truck|heist|police,11000000,2013,5.2
John McNaughton,104,Michael Shannon,, Drama | Horror | Mystery | Thriller,Samantha Morton,The Harvest,Natasha Calis,1,girl|boy|house fire|secret|murder of a child,,2015,6.0
Raul Garcia,73,Bela Lugosi,, Animation | Mystery,Christopher Lee,Extraordinary Tales,Julian Sands,1,anthology|split screen|raven|cemetery|death,2000000,2015,6.4
Hannah Fidell,75,Will Brittain,, Drama | Romance,Lindsay Burdge,A Teacher,Jennifer Prediger,0,teacher student relationship|school|high school|english teacher|woman has an affair with a teenage boy,,2013,4.8
Jeff Renfroe,95,Laurence Fishburne,, Action | Horror | Sci-Fi | Thriller,Kevin Zegers,The Colony,Bill Paxton,1,colony|underground|ice|ice age|outpost,16000000,2013,5.3
Douglas Aarniokoski,84,Katrina Bowden,, Horror | Thriller,Paz de la Huerta,Nurse 3D,Judd Nelson,0,female nudity|carnage|shaved labia|purple panties|sexual attraction,10000000,2013,4.6
Ivan Sen,121,Hugo Weaving,, Crime | Mystery | Thriller,Aaron Pedersen,Mystery Road,Ryan Kwanten,1,murder|detective|teenage daughter|police|long shot,3000000,2013,6.5
Darren Stein,92,Paul Iacono,, Comedy | Romance,Michael J. Willett,G.B.F.,Sasha Pieterse,0,gay|high school clique|coming out to family|flamboyance|religious hypocrisy,,2014,6.0
Craig Zisk,93,Michael Angarano,, Comedy | Drama,Julianne Moore,The English Teacher,Greg Kinnear,0,teacher|female protagonist,,2013,5.8
Kat Coiro,89,Keir O'Donnell,, Comedy | Romance,Justin Long,A Case of You,Evan Rachel Wood,0,facebook|guitar lesson|reference to princess leia|reference to carrie fisher|false identity,,2014,5.6
Reinhard Klooss,94,Spencer Locke,, Animation | Adventure | Drama | Family,Kellan Lutz,Tarzan,Les Bubb,0,tarzan|bare chested male|3d|motion capture|based on novel,,2014,4.8
Stephan Lacant,100,Max Riemelt,, Drama | Romance,Hanno Koffler,Freier Fall,Attila Borlan,1,male full frontal nudity|male nudity|male frontal nudity|infidelity|homosexual,,2013,7.6
Greg McLean,106,Ryan Corr,, Horror,John Jarratt,Wolf Creek 2,Shannon Ashlyn,0,tourist|crime spree|killing|killing spree|butcher,7200000,2014,6.1
Nicholas DiBella,108,Crawford Wilson,, Drama,Lynn Whitfield,King's Faith,James McDaniel,2,faith|juvenile delinquent|christian film|foster home,,2013,6.4
Manuel Carballo,98,Kris Holden-Ried,, Drama | Horror | Sci-Fi | Thriller,Emily Hampshire,The Returned,Shawn Doyle,0,zombie|zombie apocalypse|infection|two word title|walking dead,5000000,2013,5.9
Bora Dagtekin,119,Karoline Herfurth,, Comedy,Elyas M'Barek,Fack ju Göhte,Katja Riemann,0,digging|school theatre|teacher|high school|female teacher,5000000,2013,7.0
Jason Hull,82,Paul Ferm,, Action | Horror | Thriller,Jay Dobyns,Krampus: The Christmas Devil,Andrew Ferrick,0,krampus|chained to a wall|female nudity|pervert|hull,525000,2013,1.7
Malik Bader,94,Cody Hamilton,, Horror | Thriller,Ashleigh Craig,Crush,Lucas Till,0,high school|crush|secret admirer|high school athlete|athlete,,2013,5.7
Danny Mooney,,Teresa Palmer,, Drama | Romance | War,Liam Hemsworth,Love and Honor,Aimee Teegarden,2,,,2013,5.7
Roland Joffé,109,Bipasha Basu,, Action | Adventure | Romance | Sci-Fi,Josh Hartnett,The Lovers,Tamsin Egerton,0,love|british|india|ship|pune india,,2015,4.5
Zachary Donohue,81,David Schlachtenhaufen,, Horror | Mystery | Thriller,Melanie Papalia,The Den,Adam Shapiro,0,laptop|computer|found footage|talking to the camera|looking at the camera,500000,2014,6.1
Isabel Coixet,86,Claire Forlani,, Mystery | Thriller,Sophie Turner,Another Me,Jonathan Rhys Meyers,1,father|school|fight|title directed by female|based on novel,,2014,4.7
Bobcat Goldthwait,80,Bryce Johnson,, Horror | Mystery | Thriller,Alexie Gilmore,Willow Creek,Laura Montagna,0,found footage|skinny dipping|bigfoot|camping in the wilderness|long take,,2014,5.1
Álex de la Iglesia,110,Mario Casas,, Comedy | Horror,Hugo Silva,Witching and Bitching,Pepón Nieto,0,female nudity|nudity|location in title|woman played by man|female giant,,2013,6.4
Vikas Bahl,146,Rajkummar Rao,, Adventure | Comedy | Drama,Kangana Ranaut,Queen,Lisa Haydon,0,honeymoon|breasts|video chat|laptop|photograph,,2014,8.4
Jason Friedberg,8393,Brant Daugherty,, Comedy,Maiara Walsh,The Starving Games,Cody Christian,0,game|pickle|fight|spoof|parody,4500000,2013,3.3
Richie Mehta,93,Rufus Sewell,, Drama | Mystery | Sci-Fi,John Paul Ruttan,I'll Follow You Down,Gillian Anderson,2,missing father|time travel|scientist|princeton university|miscarriage,,2014,6.1
Uwe Boll,99,Erin Karpluk,, Action | Crime | Thriller,Dominic Purcell,Assault on Wall Street,Edward Furlong,0,revenge|social commentary|shootout|held at gunpoint|massacre,,2013,6.1
Tze Chun,90,Ursula Parker,, Crime | Drama | Thriller,Alice Eve,Cold Comes the Night,Logan Marshall-Green,1,criminal|motel owner|motel|death|shooting a woman,,2014,5.7
Gonzalo López-Gallego,102,Thomas Kretschmann,, Horror | Mystery | Thriller,Sharlto Copley,Open Grave,Josie Ho,0,loss of memory|zombie|dead body|stranger|no memory,,2014,6.3
Stephen McKendree,102,Christopher Ingle,, Horror | Mystery | Thriller,Marina Petrano,The Poltergeist of Borley Forest,Rhea Rossiter,0,,,2013,2.9
Darren Paul Fisher,105,Eleanor Wyld,, Mystery | Romance | Sci-Fi,Daniel Fraser,Frequencies,Owen Pugh,0,cerebral|mind bending,,2014,6.8
David Marconi,101,Jaimie Alexander,, Romance | Thriller,Frank Grillo,Collision,Roschdy Zem,1,desert|car accident|accident|honeymoon|murder,7700000,2014,5.9
Bille August,111,Mélanie Laurent,, Mystery | Romance | Thriller,Jeremy Irons,Night Train to Lisbon,Jack Huston,1,book|aneurysm|suicide attempt|betrayal|teacher,7700000,2013,6.8
Po-Chih Leong,92,Raymond Lam,, Horror,Sing Kwan Janelle,Baby Blues,Hoi-Pang Lo,1,,,2014,3.8
